,id_jugador,id_pais_jugador,id_pais_contra,fecha_partido,posicion,minutos_jugados
75612,,,,,,86
75613,,,,,,45
75614,,,,,,16
75615,,,,,,3
75616,,,,,,90
75617,,,,,,3
75618,,,,,,90
75619,,,,,,60
75620,,,,,,60
75621,,,,,,89
75622,,,,,,64
75623,,,,,,60
75624,,,,,,18
75625,,,,,,86
75626,,,,,,59
75627,,,,,,7
75628,,,,,,90
75629,,,,,,90
75630,,,,,,68
75631,,,,,,90
75632,,,,,,20
75633,,,,,,90
75634,,,,,,90
75635,,,,,,22
75636,,,,,,90
75637,,,,,,90
75638,,,,,,90
75639,,,,,,71
75640,,,,,,90
75641,,,,,,90
75642,,,,,,49
75643,,,,,,90
75644,,,,,,30
75645,,,,,,88
75646,,,,,,73
75647,,,,,,66
75648,,,,,,88
75649,,,,,,71
75650,,,,,,90
75651,,,,,,90
75652,,,,,,90
75653,,,,,,71
75654,,,,,,84
75655,,,,,,80
75656,,,,,,90
75657,,,,,,90
75658,,,,,,90
75659,,,,,,90
75660,,,,,,86
75661,,,,,,90
75662,,,,,,90
75663,,,,,,79
75664,,,,,,45
75665,,,,,,74
75666,,,,,,87
75667,,,,,,67
75668,,,,,,21
75669,,,,,,30
75670,,,,,,72
75671,,,,,,45
75672,,,,,,90
75673,,,,,,74
75674,,,,,,80
75675,,,,,,25
75676,,,,,,26
75677,,,,,,45
75678,,,,,,22
75679,,,,,,90
75680,,,,,,85
75681,,,,,,90
75682,,,,,,45
75683,,,,,,90
75684,,,,,,81
75685,,,,,,64
75686,,,,,,17
75687,,,,,,61
75688,,,,,,20
75689,,,,,,70
75690,,,,,,82
75691,,,,,,90
75692,,,,,,90
75693,,,,,,89
75694,,,,,,59
75695,,,,,,90
75696,,,,,,90
75697,,,,,,62
75698,,,,,,45
75699,,,,,,90
75700,,,,,,62
75701,,,,,,72
75702,,,,,,114
75703,,,,,,62
75704,,,,,,79
75705,,,,,,88
75706,,,,,,77
75707,,,,,,83
75708,,,,,,55
75709,,,,,,60
75710,,,,,,90
75711,,,,,,90
75712,,,,,,90
75713,,,,,,45
75714,,,,,,90
75715,,,,,,90
75716,,,,,,45
75717,,,,,,87
75718,,,,,,90
75719,,,,,,90
75720,,,,,,45
75721,,,,,,89
75722,,,,,,90
75723,,,,,,90
75724,,,,,,90
75725,,,,,,90
75726,,,,,,90
75727,,,,,,90
75728,,,,,,90
75729,,,,,,90
75730,,,,,,90
75731,,,,,,90
75732,,,,,,120
75733,,,,,,90
75734,,,,,,68
75735,,,,,,20
75736,,,,,,45
75737,,,,,,45
75738,,,,,,76
75739,,,,,,45
75740,,,,,,24
75741,,,,,,68
75742,,,,,,63
75743,,,,,,45
75744,,,,,,10
75745,,,,,,62
75746,,,,,,80
75747,,,,,,31
75748,,,,,,61
75749,,,,,,73
75750,,,,,,24
75751,,,,,,45
75752,,,,,,76
75753,,,,,,85
75754,,,,,,88
75755,,,,,,87
75756,,,,,,88
75757,,,,,,6
75758,,,,,,27
75759,,,,,,59
75760,,,,,,6
75761,,,,,,64
75762,,,,,,1
75763,,,,,,59
75764,,,,,,27
75765,,,,,,24
75766,,,,,,65
75767,,,,,,14
75768,,,,,,64
75769,,,,,,79
75770,,,,,,33
75771,,,,,,88
75772,,,,,,90
75773,,,,,,79
75774,,,,,,18
75775,,,,,,13
75776,,,,,,15
75777,,,,,,63
75778,,,,,,14
75779,,,,,,11
75780,,,,,,49
75781,,,,,,67
75782,,,,,,66
75783,,,,,,77
75784,,,,,,17
75785,,,,,,65
75786,,,,,,71
75787,,,,,,26
75788,,,,,,66
75789,,,,,,25
75790,,,,,,45
75791,,,,,,13
75792,,,,,,60
75793,,,,,,77
75794,,,,,,90
75795,,,,,,90
75796,,,,,,90
75797,,,,,,67
75798,,,,,,90
75799,,,,,,45
75800,,,,,,66
75801,,,,,,90
75802,,,,,,10
75803,,,,,,61
75804,,,,,,33
75805,,,,,,63
75806,,,,,,66
75807,,,,,,13
75808,,,,,,10
75809,,,,,,34
75810,,,,,,70
75811,,,,,,9
75812,,,,,,90
75813,,,,,,90
75814,,,,,,73
75815,,,,,,90
75816,,,,,,90
75817,,,,,,90
75818,,,,,,61
75819,,,,,,71
75820,,,,,,90
75821,,,,,,90
75822,,,,,,17
75823,,,,,,32
75824,,,,,,90
75825,,,,,,17
75826,,,,,,90
75827,,,,,,80
75828,,,,,,90
75829,,,,,,61
75830,,,,,,45
75831,,,,,,69
75832,,,,,,15
75833,,,,,,69
75834,,,,,,45
75835,,,,,,23
75836,,,,,,90
75837,,,,,,45
75838,,,,,,45
75839,,,,,,32
75840,,,,,,62
75841,,,,,,10
75842,,,,,,90
75843,,,,,,19
75844,,,,,,45
75845,,,,,,18
75846,,,,,,61
75847,,,,,,75
75848,,,,,,90
75849,,,,,,90
75850,,,,,,120
75851,,,,,,90
75852,,,,,,90
75853,,,,,,90
75854,,,,,,90
75855,,,,,,90
75856,,,,,,90
75857,,,,,,90
75858,,,,,,90
75859,,,,,,90
75860,,,,,,90
75861,,,,,,90
75862,,,,,,90
75863,,,,,,90
75864,,,,,,90
75865,,,,,,90
75866,,,,,,90
75867,,,,,,90
75868,,,,,,90
75869,,,,,,90
75870,,,,,,90
75871,,,,,,90
75872,,,,,,90
75873,,,,,,90
75874,,,,,,90
75875,,,,,,81
75876,,,,,,90
75877,,,,,,90
75878,,,,,,90
75879,,,,,,90
75880,,,,,,90
75881,,,,,,90
75882,,,,,,90
75883,,,,,,90
75884,,,,,,90
75885,,,,,,90
75886,,,,,,90
75887,,,,,,90
75888,,,,,,90
75889,,,,,,90
75890,,,,,,90
75891,,,,,,90
75892,,,,,,90
75893,,,,,,90
75894,,,,,,90
75895,,,,,,90
75896,,,,,,90
75897,,,,,,90
75898,,,,,,90
75899,,,,,,90
75900,,,,,,90
75901,,,,,,90
75902,,,,,,90
75903,,,,,,90
75904,,,,,,90
75905,,,,,,90
75906,,,,,,82
75907,,,,,,61
75908,,,,,,90
75909,,,,,,90
75910,,,,,,90
75911,,,,,,90
75912,,,,,,90
75913,,,,,,90
75914,,,,,,90
75915,,,,,,90
75916,,,,,,90
75917,,,,,,45
75918,,,,,,90
75919,,,,,,90
75920,,,,,,90
75921,,,,,,90
75922,,,,,,90
75923,,,,,,90
75924,,,,,,80
75925,,,,,,11
75926,,,,,,90
75927,,,,,,72
75928,,,,,,29
75929,,,,,,37
75930,,,,,,90
75931,,,,,,69
75932,,,,,,17
75933,,,,,,82
75934,,,,,,6
75935,,,,,,90
75936,,,,,,90
75937,,,,,,90
75938,,,,,,70
75939,,,,,,90
75940,,,,,,70
75941,,,,,,90
75942,,,,,,90
75943,,,,,,79
75944,,,,,,66
75945,,,,,,90
75946,,,,,,90
75947,,,,,,90
75948,,,,,,24
75949,,,,,,81
75950,,,,,,90
75951,,,,,,82
75952,,,,,,90
75953,,,,,,77
75954,,,,,,90
75955,,,,,,90
75956,,,,,,81
75957,,,,,,83
75958,,,,,,88
75959,,,,,,76
75960,,,,,,90
75961,,,,,,60
75962,,,,,,90
75963,,,,,,90
75964,,,,,,90
75965,,,,,,90
75966,,,,,,64
75967,,,,,,76
75968,,,,,,28
75969,,,,,,90
75970,,,,,,90
75971,,,,,,90
75972,,,,,,90
75973,,,,,,17
75974,,,,,,90
75975,,,,,,5
75976,,,,,,90
75977,,,,,,45
75978,,,,,,8
75979,,,,,,75
75980,,,,,,46
75981,,,,,,90
75982,,,,,,57
75983,,,,,,57
75984,,,,,,83
75985,,,,,,90
75986,,,,,,90
75987,,,,,,45
75988,,,,,,60
75989,,,,,,90
75990,,,,,,90
75991,,,,,,82
75992,,,,,,45
75993,,,,,,90
75994,,,,,,81
75995,,,,,,90
75996,,,,,,41
75997,,,,,,90
75998,,,,,,66
75999,,,,,,90
76000,,,,,,76
76001,,,,,,90
76002,,,,,,39
76003,,,,,,90
76004,,,,,,9
76005,,,,,,90
76006,,,,,,79
76007,,,,,,90
76008,,,,,,90
76009,,,,,,90
76010,,,,,,120
76011,,,,,,90
76012,,,,,,120
76013,,,,,,63
76014,,,,,,90
76015,,,,,,52
76016,,,,,,90
76017,,,,,,90
76018,,,,,,90
76019,,,,,,90
76020,,,,,,66
76021,,,,,,90
76022,,,,,,50
76023,,,,,,90
76024,,,,,,57
76025,,,,,,90
76026,,,,,,90
76027,,,,,,90
76028,,,,,,90
76029,,,,,,5
76030,,,,,,61
76031,,,,,,90
76032,,,,,,90
76033,,,,,,90
76034,,,,,,90
76035,,,,,,90
76036,,,,,,90
76037,,,,,,90
76038,,,,,,90
76039,,,,,,90
76040,,,,,,90
76041,,,,,,90
76042,,,,,,68
76043,,,,,,89
76044,,,,,,90
76045,,,,,,90
76046,,,,,,81
76047,,,,,,90
76048,,,,,,90
76049,,,,,,90
76050,,,,,,90
76051,,,,,,62
76052,,,,,,9
76053,,,,,,71
76054,,,,,,88
76055,,,,,,90
76056,,,,,,90
76057,,,,,,45
76058,,,,,,90
76059,,,,,,48
76060,,,,,,90
76061,,,,,,51
76062,,,,,,90
76063,,,,,,78
76064,,,,,,23
76065,,,,,,27
76066,,,,,,90
76067,,,,,,90
76068,,,,,,45
76069,,,,,,47
76070,,,,,,90
76071,,,,,,90
76072,,,,,,90
76073,,,,,,90
76074,,,,,,90
76075,,,,,,90
76076,,,,,,90
76077,,,,,,120
76078,,,,,,90
76079,,,,,,90
76080,,,,,,90
76081,,,,,,90
76082,,,,,,81
76083,,,,,,27
76084,,,,,,90
76085,,,,,,90
76086,,,,,,5
76087,,,,,,90
76088,,,,,,17
76089,,,,,,90
76090,,,,,,90
76091,,,,,,90
76092,,,,,,90
76093,,,,,,45
76094,,,,,,90
76095,,,,,,90
76096,,,,,,90
76097,,,,,,90
76098,,,,,,90
76099,,,,,,90
76100,,,,,,90
76101,,,,,,90
76102,,,,,,90
76103,,,,,,90
76104,,,,,,90
76105,,,,,,90
76106,,,,,,1
76107,,,,,,90
76108,,,,,,90
76109,,,,,,1
76110,,,,,,90
76111,,,,,,39
76112,,,,,,5
76113,,,,,,23
76114,,,,,,90
76115,,,,,,26
76116,,,,,,90
76117,,,,,,90
76118,,,,,,90
76119,,,,,,32
76120,,,,,,90
76121,,,,,,17
76122,,,,,,120
76123,,,,,,90
76124,,,,,,90
76125,,,,,,90
76126,,,,,,90
76127,,,,,,90
76128,,,,,,90
76129,,,,,,90
76130,,,,,,20
76131,,,,,,13
76132,,,,,,90
76133,,,,,,90
76134,,,,,,90
76135,,,,,,8
76136,,,,,,90
76137,,,,,,90
76138,,,,,,38
76139,,,,,,45
76140,,,,,,12
76141,,,,,,78
76142,,,,,,85
76143,,,,,,90
76144,,,,,,90
76145,,,,,,90
76146,,,,,,90
76147,,,,,,120
76148,,,,,,90
76149,,,,,,90
76150,,,,,,90
76151,,,,,,90
76152,,,,,,90
76153,,,,,,90
76154,,,,,,90
76155,,,,,,68
76156,,,,,,90
76157,,,,,,90
76158,,,,,,90
76159,,,,,,90
76160,,,,,,90
76161,,,,,,90
76162,,,,,,84
76163,,,,,,45
76164,,,,,,90
76165,,,,,,90
76166,,,,,,90
76167,,,,,,90
76168,,,,,,81
76169,,,,,,90
76170,,,,,,90
76171,,,,,,90
76172,,,,,,79
76173,,,,,,90
76174,,,,,,90
76175,,,,,,90
76176,,,,,,90
76177,,,,,,90
76178,,,,,,90
76179,,,,,,90
76180,,,,,,90
76181,,,,,,90
76182,,,,,,90
76183,,,,,,90
76184,,,,,,76
76185,,,,,,90
76186,,,,,,90
76187,,,,,,45
76188,,,,,,72
76189,,,,,,90
76190,,,,,,90
76191,,,,,,117
76192,,,,,,120
76193,,,,,,45
76194,,,,,,70
76195,,,,,,90
76196,,,,,,90
76197,,,,,,84
76198,,,,,,90
76199,,,,,,70
76200,,,,,,90
76201,,,,,,90
76202,,,,,,90
76203,,,,,,45
76204,,,,,,90
76205,,,,,,90
76206,,,,,,90
76207,,,,,,90
76208,,,,,,120
76209,,,,,,90
76210,,,,,,90
76211,,,,,,90
76212,,,,,,90
76213,,,,,,90
76214,,,,,,90
76215,,,,,,90
76216,,,,,,90
76217,,,,,,90
76218,,,,,,90
76219,,,,,,90
76220,,,,,,90
76221,,,,,,90
76222,,,,,,55
76223,,,,,,90
76224,,,,,,1
76225,,,,,,90
76226,,,,,,90
76227,,,,,,90
76228,,,,,,16
76229,,,,,,84
76230,,,,,,90
76231,,,,,,90
76232,,,,,,1
76233,,,,,,77
76234,,,,,,5
76235,,,,,,90
76236,,,,,,90
76237,,,,,,90
76238,,,,,,29
76239,,,,,,45
76240,,,,,,83
76241,,,,,,70
76242,,,,,,65
76243,,,,,,29
76244,,,,,,37
76245,,,,,,27
76246,,,,,,77
76247,,,,,,45
76248,,,,,,63
76249,,,,,,66
76250,,,,,,90
76251,,,,,,90
76252,,,,,,90
76253,,,,,,90
76254,,,,,,81
76255,,,,,,90
76256,,,,,,90
76257,,,,,,86
76258,,,,,,90
76259,,,,,,85
76260,,,,,,60
76261,,,,,,90
76262,,,,,,73
76263,,,,,,90
76264,,,,,,5
76265,,,,,,1
76266,,,,,,23
76267,,,,,,25
76268,,,,,,45
76269,,,,,,12
76270,,,,,,1
76271,,,,,,10
76272,,,,,,14
76273,,,,,,6
76274,,,,,,30
76275,,,,,,45
76276,,,,,,67
76277,,,,,,45
76278,,,,,,7
76279,,,,,,68
76280,,,,,,90
76281,,,,,,64
76282,,,,,,63
76283,,,,,,90
76284,,,,,,90
76285,,,,,,80
76286,,,,,,62
76287,,,,,,80
76288,,,,,,27
76289,,,,,,90
76290,,,,,,90
76291,,,,,,45
76292,,,,,,90
76293,,,,,,90
76294,,,,,,90
76295,,,,,,76
76296,,,,,,90
76297,,,,,,62
76298,,,,,,54
76299,,,,,,58
76300,,,,,,70
76301,,,,,,33
76302,,,,,,90
76303,,,,,,83
76304,,,,,,79
76305,,,,,,90
76306,,,,,,77
76307,,,,,,59
76308,,,,,,18
76309,,,,,,45
76310,,,,,,26
76311,,,,,,82
76312,,,,,,45
76313,,,,,,81
76314,,,,,,90
76315,,,,,,90
76316,,,,,,90
76317,,,,,,90
76318,,,,,,45
76319,,,,,,66
76320,,,,,,45
76321,,,,,,63
76322,,,,,,81
76323,,,,,,45
76324,,,,,,27
76325,,,,,,45
76326,,,,,,22
76327,,,,,,90
76328,,,,,,90
76329,,,,,,32
76330,,,,,,73
76331,,,,,,67
76332,,,,,,90
76333,,,,,,90
76334,,,,,,56
76335,,,,,,90
76336,,,,,,88
76337,,,,,,90
76338,,,,,,90
76339,,,,,,90
76340,,,,,,90
76341,,,,,,90
76342,,,,,,90
76343,,,,,,90
76344,,,,,,85
76345,,,,,,90
76346,,,,,,90
76347,,,,,,90
76348,,,,,,81
76349,,,,,,73
76350,,,,,,90
76351,,,,,,90
76352,,,,,,90
76353,,,,,,90
76354,,,,,,90
76355,,,,,,90
76356,,,,,,90
76357,,,,,,90
76358,,,,,,83
76359,,,,,,90
76360,,,,,,87
76361,,,,,,90
76362,,,,,,66
76363,,,,,,79
76364,,,,,,80
76365,,,,,,90
76366,,,,,,90
76367,,,,,,87
76368,,,,,,77
76369,,,,,,90
76370,,,,,,36
76371,,,,,,90
76372,,,,,,90
76373,,,,,,90
76374,,,,,,90
76375,,,,,,90
76376,,,,,,90
76377,,,,,,72
76378,,,,,,90
76379,,,,,,10
76380,,,,,,19
76381,,,,,,90
76382,,,,,,90
76383,,,,,,90
76384,,,,,,65
76385,,,,,,16
76386,,,,,,90
76387,,,,,,3
76388,,,,,,86
76389,,,,,,73
76390,,,,,,63
76391,,,,,,90
76392,,,,,,90
76393,,,,,,90
76394,,,,,,90
76395,,,,,,77
76396,,,,,,80
76397,,,,,,45
76398,,,,,,67
76399,,,,,,83
76400,,,,,,90
76401,,,,,,90
76402,,,,,,20
76403,,,,,,81
76404,,,,,,45
76405,,,,,,82
76406,,,,,,108
76407,,,,,,90
76408,,,,,,34
76409,,,,,,9
76410,,,,,,60
76411,,,,,,27
76412,,,,,,87
76413,,,,,,87
76414,,,,,,62
76415,,,,,,87
76416,,,,,,69
76417,,,,,,74
76418,,,,,,62
76419,,,,,,24
76420,,,,,,90
76421,,,,,,90
76422,,,,,,57
76423,,,,,,17
76424,,,,,,28
76425,,,,,,73
76426,,,,,,73
76427,,,,,,64
76428,,,,,,45
76429,,,,,,82
76430,,,,,,74
76431,,,,,,61
76432,,,,,,48
76433,,,,,,74
76434,,,,,,120
76435,,,,,,33
76436,,,,,,90
76437,,,,,,26
76438,,,,,,59
76439,,,,,,27
76440,,,,,,61
76441,,,,,,28
76442,,,,,,90
76443,,,,,,32
76444,,,,,,90
76445,,,,,,90
76446,,,,,,90
76447,,,,,,98
76448,,,,,,67
76449,,,,,,33
76450,,,,,,44
76451,,,,,,22
76452,,,,,,13
76453,,,,,,45
76454,,,,,,83
76455,,,,,,73
76456,,,,,,90
76457,,,,,,90
76458,,,,,,81
76459,,,,,,86
76460,,,,,,90
76461,,,,,,90
76462,,,,,,90
76463,,,,,,90
76464,,,,,,90
76465,,,,,,90
76466,,,,,,90
76467,,,,,,90
76468,,,,,,90
76469,,,,,,90
76470,,,,,,90
76471,,,,,,90
76472,,,,,,90
76473,,,,,,86
76474,,,,,,90
76475,,,,,,87
76476,,,,,,76
76477,,,,,,69
76478,,,,,,83
76479,,,,,,90
76480,,,,,,45
76481,,,,,,90
76482,,,,,,90
76483,,,,,,90
76484,,,,,,90
76485,,,,,,90
76486,,,,,,90
76487,,,,,,90
76488,,,,,,90
76489,,,,,,90
76490,,,,,,90
76491,,,,,,90
76492,,,,,,90
76493,,,,,,90
76494,,,,,,90
76495,,,,,,90
76496,,,,,,90
76497,,,,,,90
76498,,,,,,90
76499,,,,,,90
76500,,,,,,90
76501,,,,,,90
76502,,,,,,90
76503,,,,,,90
76504,,,,,,90
76505,,,,,,90
76506,,,,,,90
76507,,,,,,90
76508,,,,,,90
76509,,,,,,90
76510,,,,,,90
76511,,,,,,90
76512,,,,,,90
76513,,,,,,90
76514,,,,,,90
76515,,,,,,90
76516,,,,,,90
76517,,,,,,90
76518,,,,,,90
76519,,,,,,90
76520,,,,,,90
76521,,,,,,90
76522,,,,,,90
76523,,,,,,90
76524,,,,,,90
76525,,,,,,90
76526,,,,,,90
76527,,,,,,120
76528,,,,,,90
76529,,,,,,90
76530,,,,,,120
76531,,,,,,45
76532,,,,,,90
76533,,,,,,90
76534,,,,,,90
76535,,,,,,90
76536,,,,,,90
76537,,,,,,90
76538,,,,,,90
76539,,,,,,90
76540,,,,,,90
76541,,,,,,90
76542,,,,,,90
76543,,,,,,90
76544,,,,,,90
76545,,,,,,90
76546,,,,,,90
76547,,,,,,90
76548,,,,,,120
76549,,,,,,90
76550,,,,,,90
76551,,,,,,90
76552,,,,,,90
76553,,,,,,90
76554,,,,,,45
76555,,,,,,90
76556,,,,,,90
76557,,,,,,90
76558,,,,,,90
76559,,,,,,90
76560,,,,,,90
76561,,,,,,90
76562,,,,,,90
76563,,,,,,45
76564,,,,,,90
76565,,,,,,90
76566,,,,,,90
76567,,,,,,90
76568,,,,,,90
76569,,,,,,90
76570,,,,,,90
76571,,,,,,90
76572,,,,,,90
76573,,,,,,90
76574,,,,,,90
76575,,,,,,90
76576,,,,,,90
76577,,,,,,90
76578,,,,,,90
76579,,,,,,90
76580,,,,,,90
76581,,,,,,90
76582,,,,,,90
76583,,,,,,90
76584,,,,,,90
76585,,,,,,90
76586,,,,,,90
76587,,,,,,90
76588,,,,,,90
76589,,,,,,90
76590,,,,,,90
76591,,,,,,90
76592,,,,,,90
76593,,,,,,90
76594,,,,,,90
76595,,,,,,90
76596,,,,,,90
76597,,,,,,72
76598,,,,,,90
76599,,,,,,45
76600,,,,,,90
76601,,,,,,90
76602,,,,,,90
76603,,,,,,90
76604,,,,,,90
76605,,,,,,90
76606,,,,,,90
76607,,,,,,90
76608,,,,,,90
76609,,,,,,90
76610,,,,,,90
76611,,,,,,90
76612,,,,,,90
76613,,,,,,90
76614,,,,,,90
76615,,,,,,90
76616,,,,,,73
76617,,,,,,90
76618,,,,,,45
76619,,,,,,90
76620,,,,,,45
76621,,,,,,90
76622,,,,,,90
76623,,,,,,90
76624,,,,,,90
76625,,,,,,90
76626,,,,,,1
76627,,,,,,25
76628,,,,,,18
76629,,,,,,59
76630,,,,,,9
76631,,,,,,36
76632,,,,,,45
76633,,,,,,90
76634,,,,,,60
76635,,,,,,90
76636,,,,,,90
76637,,,,,,90
76638,,,,,,90
76639,,,,,,90
76640,,,,,,90
76641,,,,,,90
76642,,,,,,65
76643,,,,,,90
76644,,,,,,75
76645,,,,,,81
76646,,,,,,90
76647,,,,,,84
76648,,,,,,90
76649,,,,,,105
76650,,,,,,77
76651,,,,,,90
76652,,,,,,90
76653,,,,,,90
76654,,,,,,45
76655,,,,,,90
76656,,,,,,90
76657,,,,,,45
76658,,,,,,90
76659,,,,,,87
76660,,,,,,71
76661,,,,,,45
76662,,,,,,87
76663,,,,,,90
76664,,,,,,90
76665,,,,,,76
76666,,,,,,90
76667,,,,,,7
76668,,,,,,90
76669,,,,,,90
76670,,,,,,62
76671,,,,,,86
76672,,,,,,10
76673,,,,,,90
76674,,,,,,90
76675,,,,,,90
76676,,,,,,90
76677,,,,,,68
76678,,,,,,45
76679,,,,,,90
76680,,,,,,87
76681,,,,,,67
76682,,,,,,90
76683,,,,,,68
76684,,,,,,71
76685,,,,,,25
76686,,,,,,90
76687,,,,,,16
76688,,,,,,90
76689,,,,,,90
76690,,,,,,14
76691,,,,,,9
76692,,,,,,59
76693,,,,,,19
76694,,,,,,68
76695,,,,,,45
76696,,,,,,78
76697,,,,,,90
76698,,,,,,37
76699,,,,,,90
76700,,,,,,3
76701,,,,,,90
76702,,,,,,90
76703,,,,,,90
76704,,,,,,90
76705,,,,,,90
76706,,,,,,90
76707,,,,,,90
76708,,,,,,90
76709,,,,,,90
76710,,,,,,45
76711,,,,,,90
76712,,,,,,90
76713,,,,,,90
76714,,,,,,90
76715,,,,,,90
76716,,,,,,90
76717,,,,,,34
76718,,,,,,90
76719,,,,,,90
76720,,,,,,90
76721,,,,,,90
76722,,,,,,30
76723,,,,,,90
76724,,,,,,90
76725,,,,,,90
76726,,,,,,90
76727,,,,,,90
76728,,,,,,90
76729,,,,,,90
76730,,,,,,90
76731,,,,,,90
76732,,,,,,90
76733,,,,,,90
76734,,,,,,90
76735,,,,,,90
76736,,,,,,90
76737,,,,,,90
76738,,,,,,90
76739,,,,,,90
76740,,,,,,90
76741,,,,,,90
76742,,,,,,90
76743,,,,,,90
76744,,,,,,60
76745,,,,,,3
76746,,,,,,62
76747,,,,,,90
76748,,,,,,19
76749,,,,,,5
76750,,,,,,90
76751,,,,,,4
76752,,,,,,72
76753,,,,,,90
76754,,,,,,90
76755,,,,,,90
76756,,,,,,90
76757,,,,,,90
76758,,,,,,90
76759,,,,,,90
76760,,,,,,65
76761,,,,,,90
76762,,,,,,90
76763,,,,,,90
76764,,,,,,90
76765,,,,,,60
76766,,,,,,45
76767,,,,,,5
76768,,,,,,90
76769,,,,,,90
76770,,,,,,90
76771,,,,,,34
76772,,,,,,20
76773,,,,,,45
76774,,,,,,45
76775,,,,,,90
76776,,,,,,90
76777,,,,,,90
76778,,,,,,90
76779,,,,,,45
76780,,,,,,7
76781,,,,,,22
76782,,,,,,30
76783,,,,,,72
76784,,,,,,90
76785,,,,,,70
76786,,,,,,68
76787,,,,,,90
76788,,,,,,63
76789,,,,,,90
76790,,,,,,3
76791,,,,,,63
76792,,,,,,62
76793,,,,,,26
76794,,,,,,59
76795,,,,,,45
76796,,,,,,28
76797,,,,,,45
76798,,,,,,21
76799,,,,,,45
76800,,,,,,31
76801,,,,,,27
76802,,,,,,45
76803,,,,,,45
76804,,,,,,30
76805,,,,,,10
76806,,,,,,9
76807,,,,,,5
76808,,,,,,15
76809,,,,,,5
76810,,,,,,18
76811,,,,,,45
76812,,,,,,1
76813,,,,,,88
76814,,,,,,77
76815,,,,,,65
76816,,,,,,45
76817,,,,,,63
76818,,,,,,15
76819,,,,,,22
76820,,,,,,90
76821,,,,,,7
76822,,,,,,58
76823,,,,,,29
76824,,,,,,90
76825,,,,,,13
76826,,,,,,87
76827,,,,,,80
76828,,,,,,59
76829,,,,,,82
76830,,,,,,67
76831,,,,,,83
76832,,,,,,28
76833,,,,,,86
76834,,,,,,17
76835,,,,,,45
76836,,,,,,45
76837,,,,,,31
76838,,,,,,59
76839,,,,,,27
76840,,,,,,79
76841,,,,,,45
76842,,,,,,73
76843,,,,,,1
76844,,,,,,81
76845,,,,,,70
76846,,,,,,71
76847,,,,,,18
76848,,,,,,64
76849,,,,,,77
76850,,,,,,90
76851,,,,,,90
76852,,,,,,45
76853,,,,,,90
76854,,,,,,90
76855,,,,,,90
76856,,,,,,90
76857,,,,,,90
76858,,,,,,90
76859,,,,,,90
76860,,,,,,90
76861,,,,,,90
76862,,,,,,90
76863,,,,,,90
76864,,,,,,90
76865,,,,,,90
76866,,,,,,90
76867,,,,,,45
76868,,,,,,90
76869,,,,,,90
76870,,,,,,90
76871,,,,,,90
76872,,,,,,90
76873,,,,,,90
76874,,,,,,90
76875,,,,,,90
76876,,,,,,90
76877,,,,,,90
76878,,,,,,90
76879,,,,,,90
76880,,,,,,90
76881,,,,,,90
76882,,,,,,90
76883,,,,,,90
76884,,,,,,90
76885,,,,,,90
76886,,,,,,90
76887,,,,,,45
76888,,,,,,63
76889,,,,,,90
76890,,,,,,90
76891,,,,,,90
76892,,,,,,90
76893,,,,,,45
76894,,,,,,90
76895,,,,,,90
76896,,,,,,90
76897,,,,,,90
76898,,,,,,90
76899,,,,,,90
76900,,,,,,90
76901,,,,,,45
76902,,,,,,68
76903,,,,,,61
76904,,,,,,60
76905,,,,,,59
76906,,,,,,18
76907,,,,,,79
76908,,,,,,45
76909,,,,,,73
76910,,,,,,19
76911,,,,,,62
76912,,,,,,11
76913,,,,,,15
76914,,,,,,66
76915,,,,,,90
76916,,,,,,90
76917,,,,,,81
76918,,,,,,31
76919,,,,,,27
76920,,,,,,45
76921,,,,,,71
76922,,,,,,90
76923,,,,,,90
76924,,,,,,25
76925,,,,,,88
76926,,,,,,61
76927,,,,,,19
76928,,,,,,30
76929,,,,,,1
76930,,,,,,6
76931,,,,,,90
76932,,,,,,21
76933,,,,,,72
76934,,,,,,58
76935,,,,,,63
76936,,,,,,25
76937,,,,,,12
76938,,,,,,72
76939,,,,,,90
76940,,,,,,11
76941,,,,,,4
76942,,,,,,1
76943,,,,,,21
76944,,,,,,15
76945,,,,,,9
76946,,,,,,66
76947,,,,,,1
76948,,,,,,6
76949,,,,,,35
76950,,,,,,30
76951,,,,,,16
76952,,,,,,27
76953,,,,,,90
76954,,,,,,90
76955,,,,,,84
76956,,,,,,14
76957,,,,,,57
76958,,,,,,45
76959,,,,,,45
76960,,,,,,13
76961,,,,,,26
76962,,,,,,30
76963,,,,,,90
76964,,,,,,90
76965,,,,,,11
76966,,,,,,90
76967,,,,,,90
76968,,,,,,17
76969,,,,,,1
76970,,,,,,90
76971,,,,,,78
76972,,,,,,18
76973,,,,,,1
76974,,,,,,62
76975,,,,,,66
76976,,,,,,5
76977,,,,,,9
76978,,,,,,78
76979,,,,,,27
76980,,,,,,48
76981,,,,,,23
76982,,,,,,25
76983,,,,,,90
76984,,,,,,90
76985,,,,,,90
76986,,,,,,12
76987,,,,,,90
76988,,,,,,75
76989,,,,,,90
76990,,,,,,90
76991,,,,,,87
76992,,,,,,45
76993,,,,,,90
76994,,,,,,18
76995,,,,,,7
76996,,,,,,8
76997,,,,,,6
76998,,,,,,74
76999,,,,,,60
77000,,,,,,45
77001,,,,,,76
77002,,,,,,90
77003,,,,,,60
77004,,,,,,90
77005,,,,,,7
77006,,,,,,18
