,id_jugador,id_pais_jugador,id_pais_contra,fecha_partido,posicion,minutos_jugados
25583,,,,,,12
25584,,,,,,61
25585,,,,,,27
25586,,,,,,18
25587,,,,,,64
25588,,,,,,90
25589,,,,,,27
25590,,,,,,26
25591,,,,,,75
25592,,,,,,89
25593,,,,,,78
25594,,,,,,23
25595,,,,,,45
25596,,,,,,75
25597,,,,,,90
25598,,,,,,82
25599,,,,,,90
25600,,,,,,90
25601,,,,,,8
25602,,,,,,85
25603,,,,,,90
25604,,,,,,74
25605,,,,,,82
25606,,,,,,89
25607,,,,,,90
25608,,,,,,90
25609,,,,,,72
25610,,,,,,90
25611,,,,,,63
25612,,,,,,76
25613,,,,,,90
25614,,,,,,90
25615,,,,,,90
25616,,,,,,90
25617,,,,,,90
25618,,,,,,90
25619,,,,,,85
25620,,,,,,45
25621,,,,,,90
25622,,,,,,90
25623,,,,,,82
25624,,,,,,90
25625,,,,,,88
25626,,,,,,62
25627,,,,,,25
25628,,,,,,60
25629,,,,,,86
25630,,,,,,68
25631,,,,,,6
25632,,,,,,61
25633,,,,,,40
25634,,,,,,28
25635,,,,,,90
25636,,,,,,87
25637,,,,,,88
25638,,,,,,22
25639,,,,,,57
25640,,,,,,21
25641,,,,,,120
25642,,,,,,15
25643,,,,,,19
25644,,,,,,25
25645,,,,,,73
25646,,,,,,72
25647,,,,,,90
25648,,,,,,79
25649,,,,,,90
25650,,,,,,61
25651,,,,,,71
25652,,,,,,90
25653,,,,,,77
25654,,,,,,87
25655,,,,,,19
25656,,,,,,63
25657,,,,,,72
25658,,,,,,65
25659,,,,,,68
25660,,,,,,90
25661,,,,,,70
25662,,,,,,90
25663,,,,,,66
25664,,,,,,90
25665,,,,,,90
25666,,,,,,82
25667,,,,,,61
25668,,,,,,90
25669,,,,,,90
25670,,,,,,90
25671,,,,,,77
25672,,,,,,90
25673,,,,,,90
25674,,,,,,24
25675,,,,,,55
25676,,,,,,10
25677,,,,,,82
25678,,,,,,64
25679,,,,,,62
25680,,,,,,12
25681,,,,,,66
25682,,,,,,28
25683,,,,,,45
25684,,,,,,90
25685,,,,,,24
25686,,,,,,87
25687,,,,,,90
25688,,,,,,29
25689,,,,,,90
25690,,,,,,90
25691,,,,,,26
25692,,,,,,90
25693,,,,,,90
25694,,,,,,73
25695,,,,,,79
25696,,,,,,24
25697,,,,,,90
25698,,,,,,88
25699,,,,,,45
25700,,,,,,87
25701,,,,,,90
25702,,,,,,90
25703,,,,,,83
25704,,,,,,55
25705,,,,,,45
25706,,,,,,26
25707,,,,,,45
25708,,,,,,9
25709,,,,,,66
25710,,,,,,45
25711,,,,,,72
25712,,,,,,75
25713,,,,,,10
25714,,,,,,90
25715,,,,,,45
25716,,,,,,67
25717,,,,,,32
25718,,,,,,85
25719,,,,,,79
25720,,,,,,90
25721,,,,,,64
25722,,,,,,63
25723,,,,,,31
25724,,,,,,81
25725,,,,,,68
25726,,,,,,27
25727,,,,,,90
25728,,,,,,22
25729,,,,,,63
25730,,,,,,25
25731,,,,,,29
25732,,,,,,9
25733,,,,,,90
25734,,,,,,87
25735,,,,,,5
25736,,,,,,16
25737,,,,,,20
25738,,,,,,2
25739,,,,,,79
25740,,,,,,63
25741,,,,,,71
25742,,,,,,45
25743,,,,,,62
25744,,,,,,21
25745,,,,,,90
25746,,,,,,29
25747,,,,,,90
25748,,,,,,45
25749,,,,,,21
25750,,,,,,63
25751,,,,,,15
25752,,,,,,66
25753,,,,,,33
25754,,,,,,45
25755,,,,,,67
25756,,,,,,27
25757,,,,,,45
25758,,,,,,45
25759,,,,,,65
25760,,,,,,12
25761,,,,,,11
25762,,,,,,25
25763,,,,,,72
25764,,,,,,45
25765,,,,,,90
25766,,,,,,83
25767,,,,,,62
25768,,,,,,90
25769,,,,,,90
25770,,,,,,45
25771,,,,,,87
25772,,,,,,84
25773,,,,,,90
25774,,,,,,80
25775,,,,,,90
25776,,,,,,90
25777,,,,,,30
25778,,,,,,90
25779,,,,,,90
25780,,,,,,19
25781,,,,,,15
25782,,,,,,10
25783,,,,,,60
25784,,,,,,66
25785,,,,,,90
25786,,,,,,87
25787,,,,,,7
25788,,,,,,45
25789,,,,,,70
25790,,,,,,63
25791,,,,,,45
25792,,,,,,83
25793,,,,,,10
25794,,,,,,57
25795,,,,,,25
25796,,,,,,27
25797,,,,,,5
25798,,,,,,90
25799,,,,,,90
25800,,,,,,81
25801,,,,,,29
25802,,,,,,90
25803,,,,,,86
25804,,,,,,52
25805,,,,,,45
25806,,,,,,90
25807,,,,,,90
25808,,,,,,90
25809,,,,,,90
25810,,,,,,90
25811,,,,,,90
25812,,,,,,90
25813,,,,,,90
25814,,,,,,90
25815,,,,,,81
25816,,,,,,90
25817,,,,,,1
25818,,,,,,90
25819,,,,,,90
25820,,,,,,73
25821,,,,,,69
25822,,,,,,57
25823,,,,,,20
25824,,,,,,67
25825,,,,,,90
25826,,,,,,90
25827,,,,,,63
25828,,,,,,90
25829,,,,,,90
25830,,,,,,69
25831,,,,,,62
25832,,,,,,90
25833,,,,,,90
25834,,,,,,90
25835,,,,,,90
25836,,,,,,90
25837,,,,,,90
25838,,,,,,90
25839,,,,,,90
25840,,,,,,83
25841,,,,,,74
25842,,,,,,90
25843,,,,,,90
25844,,,,,,78
25845,,,,,,10
25846,,,,,,59
25847,,,,,,45
25848,,,,,,28
25849,,,,,,89
25850,,,,,,90
25851,,,,,,90
25852,,,,,,45
25853,,,,,,90
25854,,,,,,90
25855,,,,,,17
25856,,,,,,14
25857,,,,,,45
25858,,,,,,84
25859,,,,,,55
25860,,,,,,18
25861,,,,,,45
25862,,,,,,120
25863,,,,,,120
25864,,,,,,81
25865,,,,,,90
25866,,,,,,79
25867,,,,,,28
25868,,,,,,63
25869,,,,,,63
25870,,,,,,8
25871,,,,,,89
25872,,,,,,29
25873,,,,,,65
25874,,,,,,5
25875,,,,,,12
25876,,,,,,44
25877,,,,,,5
25878,,,,,,66
25879,,,,,,15
25880,,,,,,62
25881,,,,,,90
25882,,,,,,22
25883,,,,,,26
25884,,,,,,10
25885,,,,,,56
25886,,,,,,21
25887,,,,,,22
25888,,,,,,90
25889,,,,,,90
25890,,,,,,90
25891,,,,,,90
25892,,,,,,90
25893,,,,,,69
25894,,,,,,84
25895,,,,,,90
25896,,,,,,90
25897,,,,,,85
25898,,,,,,34
25899,,,,,,17
25900,,,,,,45
25901,,,,,,1
25902,,,,,,90
25903,,,,,,22
25904,,,,,,4
25905,,,,,,45
25906,,,,,,23
25907,,,,,,13
25908,,,,,,28
25909,,,,,,77
25910,,,,,,12
25911,,,,,,83
25912,,,,,,61
25913,,,,,,10
25914,,,,,,74
25915,,,,,,19
25916,,,,,,17
25917,,,,,,75
25918,,,,,,90
25919,,,,,,15
25920,,,,,,32
25921,,,,,,13
25922,,,,,,31
25923,,,,,,86
25924,,,,,,45
25925,,,,,,90
25926,,,,,,75
25927,,,,,,90
25928,,,,,,90
25929,,,,,,45
25930,,,,,,35
25931,,,,,,72
25932,,,,,,25
25933,,,,,,1
25934,,,,,,11
25935,,,,,,62
25936,,,,,,90
25937,,,,,,27
25938,,,,,,36
25939,,,,,,64
25940,,,,,,78
25941,,,,,,22
25942,,,,,,12
25943,,,,,,3
25944,,,,,,69
25945,,,,,,23
25946,,,,,,45
25947,,,,,,90
25948,,,,,,86
25949,,,,,,90
25950,,,,,,78
25951,,,,,,76
25952,,,,,,15
25953,,,,,,49
25954,,,,,,60
25955,,,,,,24
25956,,,,,,63
25957,,,,,,59
25958,,,,,,45
25959,,,,,,24
25960,,,,,,31
25961,,,,,,28
25962,,,,,,67
25963,,,,,,7
25964,,,,,,13
25965,,,,,,77
25966,,,,,,62
25967,,,,,,83
25968,,,,,,23
25969,,,,,,80
25970,,,,,,72
25971,,,,,,60
25972,,,,,,84
25973,,,,,,87
25974,,,,,,90
25975,,,,,,77
25976,,,,,,45
25977,,,,,,62
25978,,,,,,8
25979,,,,,,45
25980,,,,,,16
25981,,,,,,24
25982,,,,,,90
25983,,,,,,90
25984,,,,,,90
25985,,,,,,90
25986,,,,,,90
25987,,,,,,90
25988,,,,,,90
25989,,,,,,90
25990,,,,,,21
25991,,,,,,90
25992,,,,,,90
25993,,,,,,90
25994,,,,,,90
25995,,,,,,90
25996,,,,,,90
25997,,,,,,1
25998,,,,,,16
25999,,,,,,20
26000,,,,,,90
26001,,,,,,90
26002,,,,,,90
26003,,,,,,90
26004,,,,,,90
26005,,,,,,90
26006,,,,,,90
26007,,,,,,90
26008,,,,,,90
26009,,,,,,90
26010,,,,,,2
26011,,,,,,90
26012,,,,,,90
26013,,,,,,27
26014,,,,,,90
26015,,,,,,90
26016,,,,,,90
26017,,,,,,90
26018,,,,,,90
26019,,,,,,90
26020,,,,,,90
26021,,,,,,90
26022,,,,,,45
26023,,,,,,90
26024,,,,,,64
26025,,,,,,90
26026,,,,,,90
26027,,,,,,90
26028,,,,,,90
26029,,,,,,90
26030,,,,,,120
26031,,,,,,90
26032,,,,,,90
26033,,,,,,90
26034,,,,,,57
26035,,,,,,40
26036,,,,,,90
26037,,,,,,90
26038,,,,,,68
26039,,,,,,39
26040,,,,,,17
26041,,,,,,17
26042,,,,,,30
26043,,,,,,45
26044,,,,,,45
26045,,,,,,45
26046,,,,,,90
26047,,,,,,90
26048,,,,,,90
26049,,,,,,90
26050,,,,,,90
26051,,,,,,90
26052,,,,,,90
26053,,,,,,90
26054,,,,,,14
26055,,,,,,90
26056,,,,,,90
26057,,,,,,90
26058,,,,,,90
26059,,,,,,90
26060,,,,,,90
26061,,,,,,90
26062,,,,,,90
26063,,,,,,120
26064,,,,,,90
26065,,,,,,45
26066,,,,,,28
26067,,,,,,25
26068,,,,,,90
26069,,,,,,90
26070,,,,,,90
26071,,,,,,45
26072,,,,,,61
26073,,,,,,45
26074,,,,,,61
26075,,,,,,45
26076,,,,,,90
26077,,,,,,45
26078,,,,,,45
26079,,,,,,45
26080,,,,,,24
26081,,,,,,90
26082,,,,,,10
26083,,,,,,7
26084,,,,,,90
26085,,,,,,90
26086,,,,,,4
26087,,,,,,7
26088,,,,,,29
26089,,,,,,90
26090,,,,,,90
26091,,,,,,90
26092,,,,,,88
26093,,,,,,63
26094,,,,,,90
26095,,,,,,90
26096,,,,,,90
26097,,,,,,120
26098,,,,,,90
26099,,,,,,90
26100,,,,,,90
26101,,,,,,90
26102,,,,,,90
26103,,,,,,90
26104,,,,,,90
26105,,,,,,90
26106,,,,,,81
26107,,,,,,90
26108,,,,,,90
26109,,,,,,90
26110,,,,,,90
26111,,,,,,90
26112,,,,,,38
26113,,,,,,90
26114,,,,,,90
26115,,,,,,45
26116,,,,,,90
26117,,,,,,90
26118,,,,,,90
26119,,,,,,90
26120,,,,,,59
26121,,,,,,58
26122,,,,,,45
26123,,,,,,90
26124,,,,,,69
26125,,,,,,56
26126,,,,,,90
26127,,,,,,90
26128,,,,,,90
26129,,,,,,90
26130,,,,,,90
26131,,,,,,90
26132,,,,,,90
26133,,,,,,90
26134,,,,,,77
26135,,,,,,90
26136,,,,,,61
26137,,,,,,90
26138,,,,,,65
26139,,,,,,62
26140,,,,,,65
26141,,,,,,90
26142,,,,,,69
26143,,,,,,12
26144,,,,,,66
26145,,,,,,64
26146,,,,,,45
26147,,,,,,90
26148,,,,,,90
26149,,,,,,90
26150,,,,,,90
26151,,,,,,77
26152,,,,,,72
26153,,,,,,88
26154,,,,,,61
26155,,,,,,68
26156,,,,,,28
26157,,,,,,90
26158,,,,,,90
26159,,,,,,25
26160,,,,,,90
26161,,,,,,5
26162,,,,,,90
26163,,,,,,1
26164,,,,,,90
26165,,,,,,9
26166,,,,,,90
26167,,,,,,120
26168,,,,,,45
26169,,,,,,90
26170,,,,,,90
26171,,,,,,90
26172,,,,,,90
26173,,,,,,15
26174,,,,,,90
26175,,,,,,9
26176,,,,,,15
26177,,,,,,56
26178,,,,,,90
26179,,,,,,90
26180,,,,,,67
26181,,,,,,90
26182,,,,,,90
26183,,,,,,66
26184,,,,,,45
26185,,,,,,9
26186,,,,,,90
26187,,,,,,5
26188,,,,,,27
26189,,,,,,90
26190,,,,,,90
26191,,,,,,90
26192,,,,,,90
26193,,,,,,90
26194,,,,,,60
26195,,,,,,90
26196,,,,,,21
26197,,,,,,90
26198,,,,,,90
26199,,,,,,90
26200,,,,,,90
26201,,,,,,90
26202,,,,,,90
26203,,,,,,90
26204,,,,,,90
26205,,,,,,90
26206,,,,,,90
26207,,,,,,90
26208,,,,,,90
26209,,,,,,45
26210,,,,,,90
26211,,,,,,90
26212,,,,,,90
26213,,,,,,120
26214,,,,,,90
26215,,,,,,90
26216,,,,,,90
26217,,,,,,90
26218,,,,,,59
26219,,,,,,90
26220,,,,,,84
26221,,,,,,90
26222,,,,,,90
26223,,,,,,90
26224,,,,,,90
26225,,,,,,90
26226,,,,,,90
26227,,,,,,90
26228,,,,,,90
26229,,,,,,90
26230,,,,,,90
26231,,,,,,90
26232,,,,,,90
26233,,,,,,90
26234,,,,,,120
26235,,,,,,120
26236,,,,,,120
26237,,,,,,90
26238,,,,,,35
26239,,,,,,90
26240,,,,,,90
26241,,,,,,90
26242,,,,,,90
26243,,,,,,90
26244,,,,,,90
26245,,,,,,90
26246,,,,,,90
26247,,,,,,90
26248,,,,,,90
26249,,,,,,90
26250,,,,,,90
26251,,,,,,90
26252,,,,,,90
26253,,,,,,33
26254,,,,,,90
26255,,,,,,90
26256,,,,,,45
26257,,,,,,90
26258,,,,,,90
26259,,,,,,45
26260,,,,,,90
26261,,,,,,90
26262,,,,,,90
26263,,,,,,90
26264,,,,,,120
26265,,,,,,90
26266,,,,,,90
26267,,,,,,90
26268,,,,,,17
26269,,,,,,45
26270,,,,,,90
26271,,,,,,1
26272,,,,,,32
26273,,,,,,120
26274,,,,,,45
26275,,,,,,90
26276,,,,,,90
26277,,,,,,50
26278,,,,,,90
26279,,,,,,14
26280,,,,,,85
26281,,,,,,90
26282,,,,,,69
26283,,,,,,21
26284,,,,,,27
26285,,,,,,74
26286,,,,,,21
26287,,,,,,37
26288,,,,,,36
26289,,,,,,6
26290,,,,,,90
26291,,,,,,75
26292,,,,,,90
26293,,,,,,90
26294,,,,,,90
26295,,,,,,90
26296,,,,,,45
26297,,,,,,24
26298,,,,,,61
26299,,,,,,90
26300,,,,,,18
26301,,,,,,45
26302,,,,,,67
26303,,,,,,15
26304,,,,,,90
26305,,,,,,57
26306,,,,,,45
26307,,,,,,45
26308,,,,,,45
26309,,,,,,45
26310,,,,,,24
26311,,,,,,7
26312,,,,,,23
26313,,,,,,4
26314,,,,,,83
26315,,,,,,71
26316,,,,,,10
26317,,,,,,23
26318,,,,,,75
26319,,,,,,16
26320,,,,,,2
26321,,,,,,90
26322,,,,,,24
26323,,,,,,27
26324,,,,,,25
26325,,,,,,90
26326,,,,,,6
26327,,,,,,90
26328,,,,,,90
26329,,,,,,71
26330,,,,,,45
26331,,,,,,90
26332,,,,,,90
26333,,,,,,75
26334,,,,,,70
26335,,,,,,68
26336,,,,,,71
26337,,,,,,45
26338,,,,,,90
26339,,,,,,74
26340,,,,,,14
26341,,,,,,64
26342,,,,,,45
26343,,,,,,77
26344,,,,,,25
26345,,,,,,90
26346,,,,,,19
26347,,,,,,11
26348,,,,,,4
26349,,,,,,32
26350,,,,,,80
26351,,,,,,80
26352,,,,,,90
26353,,,,,,90
26354,,,,,,71
26355,,,,,,29
26356,,,,,,16
26357,,,,,,10
26358,,,,,,45
26359,,,,,,3
26360,,,,,,3
26361,,,,,,1
26362,,,,,,5
26363,,,,,,1
26364,,,,,,1
26365,,,,,,1
26366,,,,,,22
26367,,,,,,45
26368,,,,,,22
26369,,,,,,13
26370,,,,,,5
26371,,,,,,1
26372,,,,,,45
26373,,,,,,25
26374,,,,,,30
26375,,,,,,1
26376,,,,,,28
26377,,,,,,60
26378,,,,,,66
26379,,,,,,8
26380,,,,,,75
26381,,,,,,19
26382,,,,,,90
26383,,,,,,29
26384,,,,,,76
26385,,,,,,90
26386,,,,,,27
26387,,,,,,45
26388,,,,,,13
26389,,,,,,45
26390,,,,,,5
26391,,,,,,30
26392,,,,,,3
26393,,,,,,2
26394,,,,,,30
26395,,,,,,27
26396,,,,,,74
26397,,,,,,32
26398,,,,,,33
26399,,,,,,41
26400,,,,,,77
26401,,,,,,71
26402,,,,,,20
26403,,,,,,45
26404,,,,,,68
26405,,,,,,7
26406,,,,,,45
26407,,,,,,45
26408,,,,,,78
26409,,,,,,29
26410,,,,,,15
26411,,,,,,45
26412,,,,,,63
26413,,,,,,64
26414,,,,,,78
26415,,,,,,79
26416,,,,,,60
26417,,,,,,45
26418,,,,,,65
26419,,,,,,61
26420,,,,,,25
26421,,,,,,16
26422,,,,,,27
26423,,,,,,65
26424,,,,,,16
26425,,,,,,30
26426,,,,,,16
26427,,,,,,65
26428,,,,,,45
26429,,,,,,90
26430,,,,,,74
26431,,,,,,90
26432,,,,,,84
26433,,,,,,28
26434,,,,,,45
26435,,,,,,29
26436,,,,,,22
26437,,,,,,53
26438,,,,,,45
26439,,,,,,45
26440,,,,,,45
26441,,,,,,45
26442,,,,,,90
26443,,,,,,45
26444,,,,,,33
26445,,,,,,90
26446,,,,,,90
26447,,,,,,90
26448,,,,,,29
26449,,,,,,79
26450,,,,,,5
26451,,,,,,90
26452,,,,,,90
26453,,,,,,18
26454,,,,,,4
26455,,,,,,8
26456,,,,,,23
26457,,,,,,1
26458,,,,,,32
26459,,,,,,90
26460,,,,,,14
26461,,,,,,31
26462,,,,,,68
26463,,,,,,45
26464,,,,,,24
26465,,,,,,90
26466,,,,,,52
26467,,,,,,90
26468,,,,,,6
26469,,,,,,33
26470,,,,,,90
26471,,,,,,22
26472,,,,,,45
26473,,,,,,25
26474,,,,,,29
26475,,,,,,61
26476,,,,,,87
26477,,,,,,15
26478,,,,,,90
26479,,,,,,18
26480,,,,,,32
26481,,,,,,79
26482,,,,,,88
26483,,,,,,90
26484,,,,,,85
26485,,,,,,75
26486,,,,,,58
26487,,,,,,56
26488,,,,,,90
26489,,,,,,90
26490,,,,,,79
26491,,,,,,90
26492,,,,,,90
26493,,,,,,90
26494,,,,,,90
26495,,,,,,90
26496,,,,,,18
26497,,,,,,6
26498,,,,,,68
26499,,,,,,90
26500,,,,,,90
26501,,,,,,90
26502,,,,,,86
26503,,,,,,5
26504,,,,,,87
26505,,,,,,59
26506,,,,,,45
26507,,,,,,90
26508,,,,,,90
26509,,,,,,90
26510,,,,,,90
26511,,,,,,90
26512,,,,,,45
26513,,,,,,90
26514,,,,,,45
26515,,,,,,90
26516,,,,,,90
26517,,,,,,80
26518,,,,,,90
26519,,,,,,90
26520,,,,,,78
26521,,,,,,90
26522,,,,,,90
26523,,,,,,90
26524,,,,,,90
26525,,,,,,45
26526,,,,,,67
26527,,,,,,56
26528,,,,,,90
26529,,,,,,90
26530,,,,,,90
26531,,,,,,45
26532,,,,,,90
26533,,,,,,90
26534,,,,,,90
26535,,,,,,71
26536,,,,,,88
26537,,,,,,90
26538,,,,,,21
26539,,,,,,89
26540,,,,,,88
26541,,,,,,90
26542,,,,,,90
26543,,,,,,81
26544,,,,,,74
26545,,,,,,87
26546,,,,,,87
26547,,,,,,64
26548,,,,,,11
26549,,,,,,27
26550,,,,,,26
26551,,,,,,24
26552,,,,,,85
26553,,,,,,11
26554,,,,,,63
26555,,,,,,26
26556,,,,,,21
26557,,,,,,17
26558,,,,,,90
26559,,,,,,84
26560,,,,,,83
26561,,,,,,26
26562,,,,,,58
26563,,,,,,20
26564,,,,,,45
26565,,,,,,5
26566,,,,,,80
26567,,,,,,13
26568,,,,,,90
26569,,,,,,120
26570,,,,,,25
26571,,,,,,90
26572,,,,,,90
26573,,,,,,69
26574,,,,,,45
26575,,,,,,45
26576,,,,,,25
26577,,,,,,74
26578,,,,,,59
26579,,,,,,27
26580,,,,,,64
26581,,,,,,90
26582,,,,,,5
26583,,,,,,35
26584,,,,,,5
26585,,,,,,90
26586,,,,,,66
26587,,,,,,40
26588,,,,,,80
26589,,,,,,80
26590,,,,,,80
26591,,,,,,67
26592,,,,,,17
26593,,,,,,9
26594,,,,,,13
26595,,,,,,42
26596,,,,,,90
26597,,,,,,90
26598,,,,,,90
26599,,,,,,90
26600,,,,,,90
26601,,,,,,90
26602,,,,,,90
26603,,,,,,90
26604,,,,,,90
26605,,,,,,90
26606,,,,,,90
26607,,,,,,90
26608,,,,,,45
26609,,,,,,45
26610,,,,,,90
26611,,,,,,90
26612,,,,,,90
26613,,,,,,57
26614,,,,,,1
26615,,,,,,36
26616,,,,,,90
26617,,,,,,84
26618,,,,,,56
26619,,,,,,84
26620,,,,,,90
26621,,,,,,90
26622,,,,,,90
26623,,,,,,90
26624,,,,,,90
26625,,,,,,15
26626,,,,,,74
26627,,,,,,90
26628,,,,,,90
26629,,,,,,90
26630,,,,,,75
26631,,,,,,24
26632,,,,,,90
26633,,,,,,20
26634,,,,,,30
26635,,,,,,23
26636,,,,,,68
26637,,,,,,82
26638,,,,,,68
26639,,,,,,45
26640,,,,,,64
26641,,,,,,10
26642,,,,,,18
26643,,,,,,90
26644,,,,,,90
26645,,,,,,90
26646,,,,,,73
26647,,,,,,90
26648,,,,,,63
26649,,,,,,45
26650,,,,,,90
26651,,,,,,90
26652,,,,,,15
26653,,,,,,90
26654,,,,,,16
26655,,,,,,90
26656,,,,,,8
26657,,,,,,81
26658,,,,,,90
26659,,,,,,90
26660,,,,,,68
26661,,,,,,80
26662,,,,,,45
26663,,,,,,69
26664,,,,,,8
26665,,,,,,16
26666,,,,,,90
26667,,,,,,90
26668,,,,,,30
26669,,,,,,90
26670,,,,,,90
26671,,,,,,45
26672,,,,,,90
26673,,,,,,90
26674,,,,,,90
26675,,,,,,90
26676,,,,,,90
26677,,,,,,90
26678,,,,,,45
26679,,,,,,90
26680,,,,,,90
26681,,,,,,45
26682,,,,,,45
26683,,,,,,90
26684,,,,,,90
26685,,,,,,90
26686,,,,,,90
26687,,,,,,90
26688,,,,,,90
26689,,,,,,25
26690,,,,,,90
26691,,,,,,90
26692,,,,,,120
26693,,,,,,90
26694,,,,,,90
26695,,,,,,90
26696,,,,,,90
26697,,,,,,90
26698,,,,,,22
26699,,,,,,64
26700,,,,,,90
26701,,,,,,90
26702,,,,,,90
26703,,,,,,90
26704,,,,,,90
26705,,,,,,58
26706,,,,,,90
26707,,,,,,1
26708,,,,,,90
26709,,,,,,90
26710,,,,,,90
26711,,,,,,26
26712,,,,,,90
26713,,,,,,66
26714,,,,,,33
26715,,,,,,21
26716,,,,,,14
26717,,,,,,17
26718,,,,,,81
26719,,,,,,81
26720,,,,,,31
26721,,,,,,90
26722,,,,,,45
26723,,,,,,14
26724,,,,,,74
26725,,,,,,85
26726,,,,,,45
26727,,,,,,90
26728,,,,,,64
26729,,,,,,90
26730,,,,,,26
26731,,,,,,18
26732,,,,,,90
26733,,,,,,89
26734,,,,,,7
26735,,,,,,45
26736,,,,,,52
26737,,,,,,55
26738,,,,,,21
26739,,,,,,30
26740,,,,,,19
26741,,,,,,38
26742,,,,,,37
26743,,,,,,107
26744,,,,,,59
26745,,,,,,78
26746,,,,,,57
26747,,,,,,9
26748,,,,,,90
26749,,,,,,45
26750,,,,,,90
26751,,,,,,90
26752,,,,,,85
26753,,,,,,10
26754,,,,,,90
26755,,,,,,58
26756,,,,,,71
26757,,,,,,74
26758,,,,,,17
26759,,,,,,27
26760,,,,,,34
26761,,,,,,90
26762,,,,,,68
26763,,,,,,45
26764,,,,,,28
26765,,,,,,68
26766,,,,,,45
26767,,,,,,90
26768,,,,,,16
26769,,,,,,72
26770,,,,,,6
26771,,,,,,9
26772,,,,,,27
26773,,,,,,15
26774,,,,,,64
26775,,,,,,90
26776,,,,,,90
26777,,,,,,81
26778,,,,,,19
26779,,,,,,90
26780,,,,,,28
26781,,,,,,5
26782,,,,,,1
26783,,,,,,1
26784,,,,,,22
26785,,,,,,58
26786,,,,,,68
26787,,,,,,27
26788,,,,,,81
26789,,,,,,62
26790,,,,,,6
26791,,,,,,28
26792,,,,,,21
26793,,,,,,45
26794,,,,,,61
26795,,,,,,23
26796,,,,,,23
26797,,,,,,14
26798,,,,,,35
26799,,,,,,1
26800,,,,,,7
26801,,,,,,27
26802,,,,,,45
26803,,,,,,45
26804,,,,,,80
26805,,,,,,64
26806,,,,,,1
26807,,,,,,45
26808,,,,,,71
26809,,,,,,73
26810,,,,,,90
26811,,,,,,58
26812,,,,,,90
26813,,,,,,90
26814,,,,,,90
26815,,,,,,17
26816,,,,,,62
26817,,,,,,56
26818,,,,,,45
26819,,,,,,90
26820,,,,,,90
26821,,,,,,90
26822,,,,,,90
26823,,,,,,86
26824,,,,,,73
26825,,,,,,45
26826,,,,,,45
26827,,,,,,90
26828,,,,,,90
26829,,,,,,90
26830,,,,,,45
26831,,,,,,87
26832,,,,,,104
26833,,,,,,90
26834,,,,,,90
26835,,,,,,90
26836,,,,,,31
26837,,,,,,3
26838,,,,,,90
26839,,,,,,45
26840,,,,,,90
26841,,,,,,19
26842,,,,,,90
26843,,,,,,90
26844,,,,,,26
26845,,,,,,90
26846,,,,,,120
26847,,,,,,1
26848,,,,,,90
26849,,,,,,90
26850,,,,,,90
26851,,,,,,90
26852,,,,,,90
26853,,,,,,3
26854,,,,,,45
26855,,,,,,65
26856,,,,,,90
26857,,,,,,90
26858,,,,,,14
26859,,,,,,81
26860,,,,,,5
26861,,,,,,75
26862,,,,,,90
26863,,,,,,45
26864,,,,,,5
26865,,,,,,90
26866,,,,,,90
26867,,,,,,1
26868,,,,,,90
26869,,,,,,90
26870,,,,,,90
26871,,,,,,90
26872,,,,,,90
26873,,,,,,90
26874,,,,,,90
26875,,,,,,90
26876,,,,,,90
26877,,,,,,90
26878,,,,,,90
26879,,,,,,90
26880,,,,,,90
26881,,,,,,45
26882,,,,,,31
26883,,,,,,45
26884,,,,,,90
26885,,,,,,90
26886,,,,,,2
26887,,,,,,11
26888,,,,,,16
26889,,,,,,66
26890,,,,,,84
26891,,,,,,20
26892,,,,,,90
26893,,,,,,17
26894,,,,,,76
26895,,,,,,18
26896,,,,,,19
26897,,,,,,29
26898,,,,,,26
26899,,,,,,60
26900,,,,,,28
26901,,,,,,90
26902,,,,,,82
26903,,,,,,72
26904,,,,,,72
26905,,,,,,26
26906,,,,,,45
26907,,,,,,45
26908,,,,,,18
26909,,,,,,73
26910,,,,,,90
26911,,,,,,86
26912,,,,,,76
26913,,,,,,33
26914,,,,,,85
26915,,,,,,85
26916,,,,,,90
26917,,,,,,45
26918,,,,,,45
26919,,,,,,76
26920,,,,,,83
26921,,,,,,90
26922,,,,,,59
26923,,,,,,7
26924,,,,,,90
26925,,,,,,80
26926,,,,,,19
26927,,,,,,6
26928,,,,,,90
26929,,,,,,90
26930,,,,,,90
26931,,,,,,90
26932,,,,,,90
26933,,,,,,90
26934,,,,,,90
26935,,,,,,90
26936,,,,,,10
26937,,,,,,68
26938,,,,,,39
26939,,,,,,7
26940,,,,,,16
26941,,,,,,90
26942,,,,,,45
26943,,,,,,35
26944,,,,,,64
26945,,,,,,90
26946,,,,,,90
26947,,,,,,45
26948,,,,,,90
26949,,,,,,90
26950,,,,,,90
26951,,,,,,120
26952,,,,,,90
26953,,,,,,90
26954,,,,,,90
26955,,,,,,90
26956,,,,,,78
26957,,,,,,90
26958,,,,,,90
26959,,,,,,70
26960,,,,,,45
26961,,,,,,90
26962,,,,,,90
26963,,,,,,2
26964,,,,,,17
26965,,,,,,90
26966,,,,,,87
26967,,,,,,5
26968,,,,,,90
26969,,,,,,70
26970,,,,,,90
26971,,,,,,90
26972,,,,,,90
26973,,,,,,90
26974,,,,,,90
26975,,,,,,78
26976,,,,,,90
26977,,,,,,90
